OBJECTID,LONGITUDE,LATITUDE,SLIDE_NO,DEPTH,GEOLOGY,STRUCTURE,ABSTRACT,CITATION,LENGTH,WIDTH,HEIGHT,LS_AREA,TRIGGERING,REMARKS,LS_VOLUME,ALERT,STATE,DISTRICT,TOPOSHEET,SLIDE_NAME,ACTIVITY,STYLE,INITIATION,PHOTOS,REPORT,IMAGE_LAND,REPORT_LAN,NH_SH_LOCA,RUNOUT_DIS,MATERIAL_T,MOVEMENT_T,MOVEMENT_R,DISTRIBUTI,FAILURE_ME,REACTIVATI,REACTIVA_1,REACTIVA_2,GEOMORPHOL,HYDROLOGIC,LANDUSE_LA,PERSONS_DE,PEOPLE_AFF,LIVESTOCK_,COMMUNICAT,LANDUSE_AF,PRE_REMEDI,INFRASTRUC,GEOSCIENTI,Year,Location,Coordinate,layer,path
7174,76.01027800,11.87286100,KRL/WAY/58A01/2015/47,3.00000000,Schist,,,"Trideep  et al., 2016. Marcoscale Landslide Susceptibility Mapping of Mananthavady-Kalpetta-Sultan Battery-Vazhikkadavu area in parts of toposheets nos 58A/1, A/2, A/5, A/6, A/7 and A/11, Wayanad and Malappuram districts, Kerala. Unpub. GSI Report of FS",80.00000000,25.00000000,75.00000000,1540.00000000,Rainfall,Inside the forest area,4620.00000000,,Kerala,Wayanad,58A01,Idinjimala,Dormant,Single,0,,,,,"-",0.00000000,Debris,Slide,Rapid,Confined,Shallow rotational failure,0.00000000,0.00000000,0.00000000,Moderately dissected hill,Dry,Sparse vegetation,,,,,Forest,,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25529,76.03261100,11.87958300,KL/WYD/58A01/2018/4,2.00000000,Sericite schist,,,,8.00000000,80.00000000,7.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A01,Panavalli Rd,Active,Multiple,0,,,"0",,Panavalli Rd,5.00000000,Debris,Slide,Extremely rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Dry,Road cut (Extensive slope cut),,,,Road blocked,Road cut,Toe has to be protected with random rubble wall /gabion wall with easing of slope is recommended.,,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25525,76.01180600,11.90288900,KL/WYD/58A01/2018/3,3.00000000,Diorite,,,,7.00000000,25.00000000,6.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A01,Tirunelli-Kattikulam Rd-3,Active,Multiple,0,,,"0",,Tirunelli-Kattikulam Rd,10.00000000,Soil,Slide,Extremely rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Colluvial footslope,Dry,Forest,,,,Road damaged + tensin cracks,Forest,"Downslope of slide, stretch below road level, has to be provided with retaining wall/masonry wall with weep holes. Drainage has to be channelized.",,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25528,75.99972200,11.90366700,KL/WYD/49M13/2018/3,4.00000000,Gar-bio-sill gneiss + graphite + kyanite,,,,20.00000000,40.00000000,15.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,49M13,Vellachal,Active,Composite,0,,,"0",,Tirunelli-Kattikulam Rd,15.00000000,Debris,Slide,Extremely rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Pediplain,Dry,Settlement,,,,Road blocked,Mixed vegetable,Toe has to be provided with retaining wall / masonry wall with weep/drain holes with back filling. Forming of benches for slope.Drainage line must be channelized.,,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25502,76.01644400,11.90411100,KL/WYD/58A01/2018/1,2.00000000,Diorite,"N75E/8NW (-----------) J1 345/65NE , P-733 3Y",,,8.00000000,25.00000000,7.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A01,Tirunelli-Kattikulam Rd-1,Active,Multiple,0,,,"0",,Tirunelli-Kattikulam Rd,5.00000000,Debris,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Colluvial footslope,Dry,Forest,,,,Road blocked,Forest,Toe has to be protected with random rubble wall /gabion wall with easing of slope is recommended.,,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25503,76.01625000,11.90438900,KL/WYD/58A01/2018/2,2.00000000,Diorite,,,,7.00000000,20.00000000,7.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A01,Tirunelli-Kattikulam Rd-2,Active,Multiple,0,,,"0",,Tirunelli-Kattikulam Rd,5.00000000,Debris,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Colluvial footslope,Dry,Forest,,,,Road blocked,Forest,Toe has to be protected with random rubble wall /gabion wall with easing of slope is recommended.,,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25526,75.99958300,11.90919400,KL/WYD/49M13/2018/1,2.00000000,Diorite,,,,7.00000000,20.00000000,6.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,49M13,Thirunelli 1,Active,Multiple,0,,,"0",,Tirunelli-Kattikulam Rd,8.00000000,Soil,Spread,Rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Colluvial footslope,Dry,Forest,,,,Road blocked,Forest,Entire slide stretch has to be protected with RR stone wall /masonry wall with weep holes. Cut slope  may be modified with easing of slope. Trees has to be uprooted from the slide area.,,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25527,75.99888900,11.91005600,KL/WYD/49M13/2018/2,2.00000000,Diorite,,,,7.00000000,75.00000000,6.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,49M13,Thirunelli 2,Active,Multiple,0,,,"0",,Tirunelli-Kattikulam Rd,5.00000000,Soil,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Colluvial footslope,Dry,Forest,,,,Road blocked,Forest,Toe has to be protected with random rubble wall /gabion wall with easing of slope is recommended.,,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
7175,76.01653900,11.91808300,KRL/WAY/58A01/2015/48,1.50000000,Gneiss,,,"Trideep  et al., 2016. Marcoscale Landslide Susceptibility Mapping of Mananthavady-Kalpetta-Sultan Battery-Vazhikkadavu area in parts of toposheets nos 58A/1, A/2, A/5, A/6, A/7 and A/11, Wayanad and Malappuram districts, Kerala. Unpub. GSI Report of FS",30.00000000,4.00000000,25.00000000,120.00000000,Rainfall,,180.00000000,,Kerala,Wayanad,58A01,Akolli kunnu,Reactivated,Single,1982,,,,,Appapara Road,0.00000000,Debris,Flow,Rapid,Confined,Shallow translational failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Wet,Thick vegetation,,"1","1",,1/2 Acre land,,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25373,76.27000000,11.73661100,KL/WYD/58A06/2018/1,3.00000000,Granite gneiss,,,,18.00000000,30.00000000,13.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A06,Pallivayal,Active,Single,0,,,"0",,Vadakkanad-Pallivayal forest road,30.00000000,Rock cum debris,Slide,Extremely rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Pediplain,Wet,Settlement,,,,,Settlement,Retaining wall / masonry wall with weep/drain holes has to be provided with easing of slope by forming benches. Drainage to be channelized.,house damaged,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
5909,75.92086400,11.75180300,KRL/KAN/48P12/2016/103,1.00000000,Granite gneiss,,,"Thrideep K and Limbraj WR., 2017. Marcoscale Landslide Susceptibility Mapping in parts of toposheets nos 48P/12, P/16, 49M/9 and M/13, Kozikode, Wayanad and Kannur districts, Kerala. Unpub. GSI Report of FS 2016-17.",60.00000000,30.00000000,0.00000000,1800.00000000,Rainfall,,1800.00000000,,Kerala,Wayanad,49M13,Thettamala,Suspended,Single,0,,,,,,0.00000000,Debris,Slide,Rapid,Confined,Shallow rotational failure,0.00000000,0.00000000,0.00000000,Rolling plain,Dry,Low Height Plantation,,,,Road damaged,Agriculture,,Tea estate property,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25531,76.01458300,11.75983300,KL/WYD/58A1/2018/133,7.00000000,Granite gneiss,,,,50.00000000,40.00000000,18.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A01,Kottayatukunnu,Active,Multiple,0,,,"0",,Jumma-Masjid road,15.00000000,Soil,Spread,Slow,Retrogressive,Deep rotational failure,0.00000000,0.00000000,0.00000000,Pediplain,Wet,Low Height Plantation,,,,"Road (footpath subslide), 1.2 m depth",Agriculture,Detail study needed for appropriate remedial measures.,One home affected,"pore water pressure, reduction of strength on super-saturation, toe erosion by stream","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25548,76.00266700,11.76883300,KL/WYD/58A1/2018/134,2.00000000,Granite gneiss,,,,8.00000000,30.00000000,6.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,58A01,Thonichal,Active,Multiple,0,,,"0",,4th Mile-Mananthavady road,10.00000000,Debris,Slide,Extremely rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Pediplain,Wet,Road Dwaraka thalasery,,,,"Settlement, road collapsed. Crown cracks in road 7m length",Road,Downslope of slide stretch belowRoad bench level has to be provided with Retaining wall/masonry wall with weep holes.,,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
5908,75.90296400,11.78638900,KRL/KAN/48P12/2016/102,3.50000000,Granite gneiss,,,"Thrideep K and Limbraj WR., 2017. Marcoscale Landslide Susceptibility Mapping in parts of toposheets nos 48P/12, P/16, 49M/9 and M/13, Kozikode, Wayanad and Kannur districts, Kerala. Unpub. GSI Report of FS 2016-17.",12.00000000,20.00000000,0.00000000,240.00000000,Rainfall,,840.00000000,,Kerala,Wayanad,49M13,Adayil,Active,Single,2015,,,,,,5.00000000,Debris,Slide,Rapid,Enlarging,Shallow rotational failure,0.00000000,0.00000000,0.00000000,Rolling plain,Dry,Moderate vegetation,,,,Road damaged,,,1 house damaged,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
5907,75.90778100,11.80197500,KRL/KAN/48P12/2016/101,2.50000000,Granite gneiss,,,"Thrideep K and Limbraj WR., 2017. Marcoscale Landslide Susceptibility Mapping in parts of toposheets nos 48P/12, P/16, 49M/9 and M/13, Kozikode, Wayanad and Kannur districts, Kerala. Unpub. GSI Report of FS 2016-17.",60.00000000,45.00000000,0.00000000,2700.00000000,Rainfall,,6750.00000000,,Kerala,Wayanad,49M13,Kottukulli,Suspended,Single,0,,,,,,0.00000000,Debris,Slide,Rapid,Confined,Shallow rotational failure,0.00000000,0.00000000,0.00000000,Rolling plain,Dry,Moderate vegetation,,,,,Agriculture,,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
5906,75.91385000,11.81120000,KRL/KAN/48P12/2016/100,5.00000000,Granite gneiss,,,"Thrideep K and Limbraj WR., 2017. Marcoscale Landslide Susceptibility Mapping in parts of toposheets nos 48P/12, P/16, 49M/9 and M/13, Kozikode, Wayanad and Kannur districts, Kerala. Unpub. GSI Report of FS 2016-17.",40.00000000,20.00000000,30.00000000,800.00000000,Rainfall,,4000.00000000,,Kerala,Wayanad,49M13,Paloot Coloney,Suspended,Single,2004,,,,,,0.00000000,Debris,Slide,Very rapid,Widening,Shallow rotational failure,0.00000000,0.00000000,0.00000000,Rolling plain,Dry,Moderate vegetation,,,,Road damaged,Agriculture,,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
5884,75.92915600,11.81167800,KRL/KAN/48P12/2016/99,2.50000000,Granite gneiss,,,"Thrideep K and Limbraj WR., 2017. Marcoscale Landslide Susceptibility Mapping in parts of toposheets nos 48P/12, P/16, 49M/9 and M/13, Kozikode, Wayanad and Kannur districts, Kerala. Unpub. GSI Report of FS 2016-17.",70.00000000,30.00000000,30.00000000,2100.00000000,Rainfall,,5250.00000000,,Kerala,Wayanad,49M13,Chandanakuzhi,Active,Single,2004,,,,,,0.00000000,Debris,Slide,Very rapid,Advancing,Shallow rotational failure,0.00000000,0.00000000,0.00000000,Rolling plain,Dry,Moderate vegetation,,,,Road damaged,Agriculture,,1 house damaged,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
5883,75.93120600,11.81228300,KRL/KAN/48P12/2016/98,1.00000000,Granite gneiss,,,"Thrideep K and Limbraj WR., 2017. Marcoscale Landslide Susceptibility Mapping in parts of toposheets nos 48P/12, P/16, 49M/9 and M/13, Kozikode, Wayanad and Kannur districts, Kerala. Unpub. GSI Report of FS 2016-17.",150.00000000,40.00000000,670.00000000,6000.00000000,Rainfall,,6000.00000000,,Kerala,Wayanad,49M13,Venmoni-Katimala Rd,Suspended,Single,2004,,,,,Venmoni-Katimala Rd,500.00000000,Debris,Slide,Very rapid,Confined,Shallow rotational failure,0.00000000,0.00000000,0.00000000,Rolling plain,Dry,Moderate vegetation,,,,,Agriculture,,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
6796,75.90188300,11.81220600,KRL/KAN/48P12/2016/94,1.00000000,Granite gneiss,,,"Thrideep K and Limbraj WR., 2017. Marcoscale Landslide Susceptibility Mapping in parts of toposheets nos 48P/12, P/16, 49M/9 and M/13, Kozikode, Wayanad and Kannur districts, Kerala. Unpub. GSI Report of FS 2016-17.",100.00000000,120.00000000,670.00000000,12000.00000000,Rainfall,,12000.00000000,,Kerala,Wayanad,49M13,Edattana Koshale,Suspended,Single,1958,,,,,,0.00000000,Debris,Slide,Rapid,Advancing,Shallow rotational failure,0.00000000,0.00000000,0.00000000,Rolling plain,Dry,Moderate vegetation,,,,Road damaged,Agriculture,,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
6809,75.89974200,11.81338100,KRL/KAN/48P12/2016/95,0.50000000,Granite gneiss,,,"Thrideep K and Limbraj WR., 2017. Marcoscale Landslide Susceptibility Mapping in parts of toposheets nos 48P/12, P/16, 49M/9 and M/13, Kozikode, Wayanad and Kannur districts, Kerala. Unpub. GSI Report of FS 2016-17.",80.00000000,30.00000000,50.00000000,2400.00000000,Rainfall,,1200.00000000,,Kerala,Wayanad,49M13,Edattana Koshale,Abandoned,Single,1958,,,,,,0.00000000,Debris,Slide,Rapid,Confined,Shallow translational failure,0.00000000,0.00000000,0.00000000,Rolling plain,Dry,Moderate vegetation,,,,Road damaged,Agriculture,,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
7176,76.03186100,11.81750800,KRL/WAY/58A01/2015/49,2.00000000,Gneiss,,,"Trideep  et al., 2016. Marcoscale Landslide Susceptibility Mapping of Mananthavady-Kalpetta-Sultan Battery-Vazhikkadavu area in parts of toposheets nos 58A/1, A/2, A/5, A/6, A/7 and A/11, Wayanad and Malappuram districts, Kerala. Unpub. GSI Report of FS",140.00000000,180.00000000,100.00000000,23400.00000000,Rainfall,,46800.00000000,,Kerala,Wayanad,58A01,Mudramoola,Active,Single,1962,,,,,Ondayangadi - Mudramoola Road,0.00000000,Debris,Slide,Moderate,Advancing,Shallow translational failure,2014.00000000,0.00000000,0.00000000,Rolling plain,Wet,Moderate vegetation,,,,,Agriculture,,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
6810,75.91001900,11.81888900,KRL/KAN/48P12/2016/96,1.00000000,Granite gneiss,,,"Thrideep K and Limbraj WR., 2017. Marcoscale Landslide Susceptibility Mapping in parts of toposheets nos 48P/12, P/16, 49M/9 and M/13, Kozikode, Wayanad and Kannur districts, Kerala. Unpub. GSI Report of FS 2016-17.",40.00000000,30.00000000,20.00000000,1200.00000000,Rainfall,,1200.00000000,,Kerala,Wayanad,49M13,Chuliyil,Abandoned,Single,2004,,,,,,500.00000000,Debris,Slide,Rapid,Advancing,Shallow rotational failure,0.00000000,0.00000000,0.00000000,Rolling plain,Dry,Moderate vegetation,,,"1 Cow, 2 goat",Road damaged,Agriculture,,1 House,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
6795,75.89902800,11.82540600,KRL/KAN/48P12/2016/93,0.50000000,Granite gneiss,,,"Thrideep K and Limbraj WR., 2017. Marcoscale Landslide Susceptibility Mapping in parts of toposheets nos 48P/12, P/16, 49M/9 and M/13, Kozikode, Wayanad and Kannur districts, Kerala. Unpub. GSI Report of FS 2016-17.",40.00000000,10.00000000,20.00000000,400.00000000,Rainfall,,200.00000000,,Kerala,Wayanad,49M13,Periya 1,Suspended,Single,2010,,,,,,0.00000000,Debris,Slide,Moderate,Confined,Shallow rotational failure,0.00000000,0.00000000,0.00000000,Rolling plain,Wet,Moderate vegetation,,,,Road damaged,Agriculture,Plantation and retaining wall,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
6811,75.92785300,11.82601900,KRL/KAN/48P12/2016/97,1.00000000,Granite gneiss,,,"Thrideep K and Limbraj WR., 2017. Marcoscale Landslide Susceptibility Mapping in parts of toposheets nos 48P/12, P/16, 49M/9 and M/13, Kozikode, Wayanad and Kannur districts, Kerala. Unpub. GSI Report of FS 2016-17.",20.00000000,11.00000000,10.00000000,220.00000000,Rainfall,,220.00000000,,Kerala,Wayanad,49M13,Kannothmala,Active,Multiple,2013,,,,,,0.00000000,Debris,Slide,Very rapid,Widening,Shallow rotational failure,2014.00000000,0.00000000,0.00000000,Rolling plain,Wet,Moderate vegetation,,,,Road blocked,Agriculture,Retaining wall has to be constructed,1 House,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
26035,75.92980000,11.82970000,KL/WYD/49M13/2018/08,3.00000000,Schistose/Phyllitic,,A debris slide was occurred on 14th  June 2018 at Thazhe Kunnothumala along ValadKunnathumala road. Crown cracks are developed which may activate the slide in future. The important causes include (a) Unscientific slope modification and unprotected cut sl,,25.00000000,40.00000000,18.00000000,1000.00000000,Heavy rainfall,Crown cracks are developed which may activate the slide in future.,3000.00000000,II,Kerala,Wayanad,49M13,Thazhe Kunnothmala Landslide,Active,Single,0,,,"0",,Valad  Kunnothmala  road,0.00000000,Debris,Slide,Rapid,Retrogressive,Shallow rotational (?e? 5m) failure,0.00000000,0.00000000,0.00000000,Lowly dissected hill,Dry,Mixed vegetation,,,,Valad  Kunnothmala  road,Agricultural land damaged,Retaining structures with proper drainage outlet has to be provided. Crown cracks are to be treated to avoid percolation of water through it.,,Unscientific slope modification and unprotected cut slope made for road construction. Excessive rainfall is the triggering factor which resulted in the reduction of strength on saturation and increase in pore water pressure.,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25537,75.96986100,11.83255600,KL/WYD/49M13/2018/18,2.00000000,Granite gneiss,,,,18.00000000,25.00000000,14.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,49M13,New Wayanad Eng. college,Active,Multiple,0,,,"0",,SH-59,8.00000000,Debris,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Pediplain,Dry,Tea plantation,,,,Road blocked,Tea plantation,Toe has to be protected with random rubble wall /gabion wall with easing of slope is recommended.,,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25536,75.94691700,11.83430600,KL/WYD/49M13/2018/17,3.00000000,Granite gneiss,,,,14.00000000,15.00000000,9.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,49M13,Katterikunnu,Active,Single,0,,,"0",,Thalapuzha local road,15.00000000,Debris,Flow,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Pediplain,Wet,Settlement,,5 persons,,,Cashew plantation,"Existing house must be relocataed to safer zone or providing following remedial measures are., Toe has to be provided with retaining wall / masonry wall with weep/drain holes at back side of the house. Easing of slope into forming benches with gabions/RR",house 2 rooms completely damaged,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25508,75.93636100,11.83477800,KL/WYD/49M13/2018/10,1.00000000,Granite gneiss,,,,9.00000000,15.00000000,8.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,49M13,Thalapuzha 7,Active,Multiple,0,,,"0",,SH-59,6.00000000,Rock cum debris,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Pediplain,Dry,Forest,,,,Road blocked,Forest,Toe has to be protected with random rubble wall /gabion wall with easing of slope is recommended.,,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
6794,75.88942200,11.83566700,KRL/KAN/48P12/2016/92,3.00000000,Granite gneiss,,,"Thrideep K and Limbraj WR., 2017. Marcoscale Landslide Susceptibility Mapping in parts of toposheets nos 48P/12, P/16, 49M/9 and M/13, Kozikode, Wayanad and Kannur districts, Kerala. Unpub. GSI Report of FS 2016-17.",40.00000000,10.00000000,30.00000000,400.00000000,Rainfall,,1200.00000000,,Kerala,Wayanad,49M13,Periya,Suspended,Single,1976,,,,,,0.00000000,Debris,Slide,Very rapid,Confined,Shallow translational failure,0.00000000,0.00000000,0.00000000,Rolling plain,Dry,Moderate vegetation,,,,Road damaged,Agriculture,,,Pore water pressure,"2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25509,75.93258300,11.83644400,KL/WYD/49M13/2018/11,1.00000000,Granite gneiss,,,,8.00000000,12.00000000,6.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,49M13,Thalapuzha 8,Active,Multiple,0,,,"0",,SH-59,7.00000000,Debris,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Pediplain,Dry,Forest,,,,Road blocked,Forest,Toe has to be protected with random rubble wall /gabion wall with easing of slope is recommended.,,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25510,75.93200000,11.83658300,KL/WYD/49M13/2018/12,3.00000000,Granite gneiss,,,,20.00000000,25.00000000,15.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,49M13,Thalapuzha 9,Active,Multiple,0,,,"0",,SH-59,15.00000000,Rock cum debris,Slide,Rapid,Retrogressive,Shallow rotational failure,0.00000000,0.00000000,0.00000000,Pediplain,Dry,Forest,,,,Road blocked,Forest,Toe has to be provided with Retaining wall / masonry wall with weep/drain holes 3mx20m. Easing of slope into forming benches at upslope.,,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25507,75.94019400,11.83702800,KL/WYD/49M13/2018/9,3.00000000,Granite gneiss,,,,15.00000000,45.00000000,12.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,49M13,Thalapuzha 6,Active,Multiple,0,,,"0",,SH-59,8.00000000,Rock cum debris,Slide,Extremely rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Pediplain,Dry,Tea plantation,,,,Road blocked,Tea plantation,Toe has to be provided with Retaining wall / masonry wall with weep/drain holes. Easing of slope into forming benches.,,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25532,75.92672200,11.83830600,KL/WYD/49M13/2018/13,2.00000000,Granite gneiss,,,,10.00000000,40.00000000,9.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,49M13,Thalapuzha 10,Active,Multiple,0,,,"0",,SH-59,8.00000000,Rock cum debris,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Pediplain,Dry,Tea plantation,,,,Road blocked,Tea plantation,Toe has to be protected with random rubble wall /gabion wall with easing of slope is recommended.,,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
25535,75.91750000,11.83827800,KL/WYD/49M13/2018/16,1.00000000,Granite gneiss,,,,8.00000000,10.00000000,7.00000000,0.00000000,Rainfall in mm,,0.00000000,,Kerala,Wayanad,49M13,Boys town 42 mile,Active,Single,0,,,"0",,Mananthavady-Nedumpoil road,5.00000000,Debris,Slide,Very rapid,Retrogressive,Shallow planar failure,0.00000000,0.00000000,0.00000000,Colluvial footslope,Dry,Forest,,,,Road blocked,Forest,Toe has to be protected with random rubble wall /gabion wall with easing of slope is recommended.,,"pore water pressure, reduction of strength on super-saturation, unplanned cutting of slope","2018",,,Points2018andBefore,C:\Users\swati\Desktop\Wayanad Exports\New folder\Points2018andBefore\Points2018andBefore.shp
